Collection Pillar,Recommendation,Sell Priority,Museum Score,Investment Score,Liquidity Score,Duplicate,Duplicate Count,Upgrade Candidate,Needs Grading,Needs Photo,Needs Verification,Verification Notes,Series,Issue Full,Issue,Issue Ext,Title,Edition / Variant,Publisher,Series Group,Age,Release Date,Cover Date,Publication Date,Barcode,Quantity,Location,Current Price,Cover Price,Purchase Price,Purchase Date,Is Key Comic,Key Comic Reason,Key Categories,Story Arc,Crossover,Genres,Slab Status,Grade Rating,Assumed Grade,Signees,Tags,Cover Image URL,CLZ Hash,BP Comic ID,BP Series ID,Added Date,Modified Date,Format,Collection Status,Collection,Read It,Country,Language,Value Locked,Raw XML Index
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified",Code of Honor,3,3,,Book Three: The Streets,,Marvel Comics,,Modern,"Feb 05, 1997",Apr 1997,Apr 1997,75960603777300311,1,,0.0,5.95,5.95,,No,,,,,Adventure,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/b7/b7_27593_0_CodeofHonor3BookThreeTheStreet.jpg,fa18468556a64b339a530e6d8a36abeb,27593,2228,2021-05-22,2026-07-04,Squarebound,In Collection,My comic collection,No,USA,English,No,1739
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified",Code of Honor,1,1,,Book One: Guns,,Marvel Comics,,Modern,Jan 1997,Jan 1997,Jan 1997,75960603777300111,1,,0.0,5.95,5.95,,No,,,,,Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/87/87_27591_0_BookOneGuns.jpg,4d10e5b617b944d5b6b75e8b9ec7a039,27591,2228,2021-05-22,2026-07-04,Squarebound,In Collection,My comic collection,No,USA,English,No,1740
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified; Missing barcode",Tarzan: The Movie,1,1,,Tarzan of the Apes,,Marvel Comics,Tarzan,Modern,Jul 1984,Jul 1984,Jul 1984,,1,,0.0,0.0,0.0,,No,,,,,Adventure,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/78/78_89278_0_TarzanTheMovie1.jpg,2db05394cdc3495db12439d676ab296f,89278,7657,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1741
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified; Missing barcode","Fight Man, Vol. 1",1,1,,The Big Fight!,,Marvel Comics,,Modern,Jun 1993,Jun 1993,Jun 1993,,1,,0.0,2.0,2.0,,No,,,,,Action; Comedy; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/84/84_182671_0_FightManVol11TheBigFight.jpg,819c0f50df44444ebd3e45b7b9fe5e0f,182671,21398,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1742
General Inventory,Sell / Lot Candidate,High,0,10,35,No,1,No,No,No,Yes,"Assumed NM, not verified",Tales of the Marvels: Blockbuster,1,1,,Blockbuster,,Marvel Comics,,Modern,1995,1995,1995,759606031498,1,,16.0,5.95,0.0,,No,,,,,Adventure,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/bd/bd_88506_0_TalesoftheMarvelsBlockbuster1.jpg,08f52ed270d945a2a909944afb3d44cb,88506,17038,2021-05-22,2026-07-04,Squarebound,In Collection,My comic collection,No,USA,English,No,1743
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified",Tales of the Marvels: Wonder Years,2,2,,Part 2,,Marvel Comics,,Modern,"Oct 05, 1995",Sep 1995,Sep 1995,75960604266100211,1,,0.0,4.95,4.95,,No,,,Wonder Years,,Adventure,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/d9/d9_88505_0_TalesoftheMarvelsWonderYears2.jpg,3fdc9ed429bc49529ebd95941ecd5e09,88505,7590,2021-05-22,2026-07-04,Squarebound,In Collection,My comic collection,No,USA,English,No,1744
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified",Tales of the Marvels: Wonder Years,1,1,,Part 1,,Marvel Comics,,Modern,Aug 1995,Aug 1995,Aug 1995,75960604266100111,1,,0.0,4.95,4.95,,No,,,Wonder Years,,Adventure,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/82/82_88504_0_TalesoftheMarvelsWonderYears1.jpg,cfc5a4c9422c4641a2fd596dbec96f66,88504,7590,2021-05-22,2026-07-04,Squarebound,In Collection,My comic collection,No,USA,English,No,1745
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified",Ruins (Marvel),2,2,,Women in Flight,,Marvel Comics,Ruins,Modern,"Sep 28, 1995",Sep 1995,Sep 1995,75960603213600211,1,,0.0,4.95,4.95,,No,,,,,Adventure,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/b2/b2_87970_0_Ruins2WomeninFlight.jpg,a5df67f266704aef944d4a81968f9992,87970,7530,2021-05-22,2026-07-04,Squarebound,In Collection,My comic collection,No,USA,English,No,1746
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified",Ruins (Marvel),1,1,,Men on Fire,,Marvel Comics,Ruins,Modern,"Jun 20, 1995",Aug 1995,Aug 1995,75960603213600111,1,,0.0,4.95,4.95,,No,,,,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/d2/d2_87969_0_Ruins1MenonFire.jpg,f233cafdf99c4ecb814e46eeac9116d6,87969,7530,2021-05-22,2026-07-04,Squarebound,In Collection,My comic collection,No,USA,English,No,1747
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified","Journey Into Mystery, Vol. 1",653,653,,Part 2,,Marvel Comics,Thor,Modern,"Jun 26, 2013",Aug 2013,Aug 2013,75960605673665311,1,,0.0,2.99,2.99,,No,,,Seeds of Destruction,,Action; Adventure; Fantasy; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/86/86_333121_0_JourneyIntoMysteryVol1653A.jpg,d023e58171dd4185b030e57f5700a67c,333121,5076,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1749
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified","Journey Into Mystery, Vol. 1",654,654,,Part 3,,Marvel Comics,Thor,Modern,"Jul 24, 2013",Sep 2013,Sep 2013,75960605673665411,1,,0.0,2.99,2.99,,No,,,Seeds Of Destruction,,Action; Adventure; Fantasy; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/fe/fe_335133_0_JourneyIntoMysteryVol1654.jpg,a1c133df3f1a4d0dac22b0c89def5f01,335133,5076,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1750
General Inventory,Sell / Lot Candidate,High,0,0,10,No,1,No,No,Yes,Yes,"Assumed NM, not verified","The Incredible Hulk, Vol. 2",48B,48,B,,,,Hulk,,,,,75960604745104811,1,21,0.0,0.0,0.0,,No,,,,,,Raw,0.0,NM assumed,,,,9712baacd48943bbb12e2f0a77877933,0,0,2021-05-22,2026-07-04,,In Collection,My comic collection,No,,,No,1751
General Inventory,Sell / Lot Candidate,High,8,22,35,No,1,No,No,No,Yes,"Assumed NM, not verified",Hunger (Marvel Comics),1A,1,A,,Regular Adi Granov Cover,Marvel Comics,,Modern,"Jul 24, 2013",Sep 2013,Sep 2013,75960607958200111,1,,22.0,3.99,0.0,,No,,,,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/67/67_344732_0_HungerMarvelComics1A.jpg,3431a1bcabbd48f8aa29aafe748d7a38,344732,50406,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1752
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified",Marvel Illustrated: Moby Dick,4,4,,,,Marvel Comics,Marvel Illustrated,Modern,"May 28, 2008",May 2008,May 2008,75960606320800411,1,,0.0,2.99,2.99,,No,,,,,Fiction,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/12/12_185407_0_MarvelIllustratedMobyDick4.jpg,23cde794afd248d980dd57d8fa5f876d,185407,19222,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1753
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified",Marvel Illustrated: Moby Dick,1,1,,,,Marvel Comics,Marvel Illustrated,Modern,Feb 2008,Feb 2008,Feb 2008,75960606320800111,1,,0.0,2.99,2.99,,No,,,,,Literature,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/61/61_174699_0_MarvelIllustratedMobyDick1.jpg,ac2d6d59beea412a8739c8e720dba7d4,174699,19222,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1754
General Inventory,Sell / Lot Candidate,High,10,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified",Secret Invasion,7A,7,A,Part 7,Regular Gabriele Dell Otto Cover,Marvel Comics,Secret Invasion,Modern,"Oct 22, 2008",Dec 2008,Dec 2008,75960606316100711,1,High Value Bin,0.0,3.99,3.99,,No,,,,Secret Invasion,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/e6/e6_198302_0_Part7.jpg,4a05a29319d84f6cb61036dd5601baeb,198302,20752,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1769
General Inventory,Sell / Lot Candidate,High,10,10,35,No,1,No,No,No,Yes,"Assumed NM, not verified",Secret Invasion,6A,6,A,Part 6,Regular Gabriele Dell Otto Cover,Marvel Comics,Secret Invasion,Modern,"Sep 10, 2008",Nov 2008,Nov 2008,75960606316100611,1,High Value Bin,16.0,3.99,0.0,,No,,,,Secret Invasion,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/a5/a5_192235_0_Part6.jpg,f1ac685b77f04312b97a7bc13a5f7692,192235,20752,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1770
General Inventory,Sell / Lot Candidate,High,10,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified",Secret Invasion,5A,5,A,Part 5,Regular Gabriele Dell Otto Cover,Marvel Comics,Secret Invasion,Modern,"Aug 13, 2008",Oct 2008,Oct 2008,75960606316100511,1,High Value Bin,0.0,3.99,3.99,,No,,,,Secret Invasion,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/95/95_190088_0_Part5.jpg,b903fa54fd704e10944316c26750394e,190088,20752,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1771
General Inventory,Sell / Lot Candidate,High,18,22,45,No,1,No,No,No,Yes,"Assumed NM, not verified",Secret Invasion,4A,4,A,Part 4,Regular Gabriele Dell Otto Cover,Marvel Comics,Secret Invasion,Modern,"Jul 09, 2008",Sep 2008,Sep 2008,75960606316100411,1,High Value Bin,30.0,3.99,0.0,,No,,,,Secret Invasion,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/2a/2a_187852_0_Part4.jpg,37ca3489fee44731878105dc0c13a1b2,187852,20752,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1772
General Inventory,Sell / Lot Candidate,High,18,22,35,No,1,No,No,No,Yes,"Assumed NM, not verified",Secret Invasion,3A,3,A,Part 3,Gabriele Dell'Otto Regular Cover,Marvel Comics,Secret Invasion,Modern,"Jun 04, 2008",Aug 2008,Aug 2008,75960606316100311,1,High Value Bin,24.0,3.99,0.0,,No,,,Secret Invasion,Secret Invasion,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/dd/dd_185854_0_Part3.jpg,f90cb6a923a041b18af20d484bcc8e60,185854,20752,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1773
Sci-Fi,Inventory Review,Medium,35,10,45,No,1,No,No,No,Yes,"Assumed NM, not verified",Secret Invasion,2A,2,A,Part 2,Gabriele Dell'Otto Regular Cover,Marvel Comics,Secret Invasion,Modern,"May 07, 2008",Jul 2008,Jul 2008,75960606316100211,1,High Value Bin,16.0,3.99,0.0,,No,,,Secret Invasion,Secret Invasion,Action; Adventure; Science Fiction; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/14/14_183048_0_Part2.jpg,4350acfd41f54a098aa26cc7f497e397,183048,20752,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1774
Sci-Fi,Verify then Lot,High,25,0,40,No,1,No,No,No,Yes,"Assumed NM, not verified",Captain Britain and MI:13,6A,6,A,Part One,Regular Bryan Hitch Cover,Marvel Comics,,Modern,"Oct 15, 2008",Dec 2008,Dec 2008,75960606406900611,1,,0.0,2.99,2.99,,No,,,Hell Comes to Birmingham,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/9c/9c_197744_0_CaptainBritainandMI136A.jpg,08293b4fd30442f1b666ba06033e1f42,197744,21703,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1778
Sci-Fi,Verify then Lot,High,25,0,40,No,1,No,No,No,Yes,"Assumed NM, not verified",Captain Britain and MI:13,7,7,,Part Two,,Marvel Comics,,Modern,"Nov 12, 2008",Jan 2009,Jan 2009,75960606406900711,1,,0.0,2.99,2.99,,No,,,Hell Comes To Birmingham,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/67/67_199632_0_CaptainBritainandMI137PartTwo.jpg,01b3501da9ae4ffdaa266ac8ec569bca,199632,21703,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1779
Sci-Fi,Inventory Review,Medium,25,10,45,No,1,No,No,No,Yes,"Assumed NM, not verified",Captain Britain and MI:13,10,10,,Prologue,,Marvel Comics,,Modern,"Feb 11, 2009",Apr 2009,Apr 2009,75960606406901011,1,,16.0,2.99,0.0,,No,,,Vampire State,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/49/49_205785_0_Prologue.jpg,e40eb1d205dc479fbf6564a7ea1e099f,205785,21703,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1780
Sci-Fi,Verify then Lot,High,25,0,40,No,1,No,No,No,Yes,"Assumed NM, not verified",Captain Britain and MI:13,11,11,,Part 1,,Marvel Comics,,Modern,"Mar 11, 2009",May 2009,May 2009,75960606406901111,1,,0.0,2.99,2.99,,No,,,Vampire State,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/cb/cb_208377_0_Part1.jpg,531cc2bd906649e3a8d6340924a61e66,208377,21703,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1781
Sci-Fi,Verify then Lot,High,25,0,40,No,1,No,No,No,Yes,"Assumed NM, not verified","Iron Man, Vol. 1",231,231,,Chapter 7: Reborn Again,,Marvel Comics,Iron Man,Modern,"Feb 23, 1988",Jun 1988,Jun 1988,07148602454506,1,,0.0,0.75,0.75,,No,,,Stark Wars,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/6f/6f_56319_0_Chapter7RebornAgain.jpg,c450337a70f04100a7545769c16ef0e5,56319,4880,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1785
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified","Iron Man, Vol. 1",216B,216,B,Requiescat...And Revenge,Direct Edition,Marvel Comics,Iron Man,Modern,Mar 1987,Mar 1987,Mar 1987,0714860245403,1,,0.0,0.75,0.75,,No,,,,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/be/be_666704_0_IronManVol1216A.jpg,c8834512da954f539d6e76ca75311688,666704,4880,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1787
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified","Iron Man, Vol. 1",311A,311,A,Part 3,,Marvel Comics,Iron Man,Modern,"Oct 25, 1994",Dec 1994,Dec 1994,75960602454431111,1,,0.0,1.5,1.5,,No,,,,The Hands Of The Mandarin,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/6e/6e_56401_0_Part3.jpg,341ab6fbca1f404d9f3b849c93323aad,56401,4880,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1789
Bronze & Silver Age Keys,Inventory Review,Medium,25,25,45,Yes,2,No,No,No,Yes,"Assumed NM, not verified; Duplicate/quantity check","Iron Man, Vol. 1",154,154,,The Other Side Of Madness!,,Marvel Comics,Iron Man,Bronze,Jan 1982,Jan 1982,Jan 1982,0714860245401,1,,10.0,0.6,0.0,,No,,,,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/b6/b6_56242_0_IronManVol1154A.jpg,a941282f6e724e499a71a68a0e0a8570,56242,4880,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1790
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified",Iron Man 2.0,7.1,7,.1,,Point One,Marvel Comics,Iron Man,Modern,"Aug 03, 2011",Oct 2011,Oct 2011,75960607651200111,1,,0.0,2.99,2.99,,No,,,War Machine vs. Palmer Addley,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/49/49_285976_0_.jpg,e3cb96fb7e3445219fef8366fa64b2a3,285976,37266,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1791
Superman,Verify then Lot,High,25,0,55,No,1,No,No,No,Yes,"Assumed NM, not verified","Adventures of Superman, Vol. 2",2,2,,The Bottle City of Metropolis / Slow News Day / Best Intent,,DC Comics,Superman,Modern,"Jun 26, 2013",Aug 2013,Aug 2013,76194131596600211,1,1,0.0,3.99,3.99,,No,,,,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/5e/5e_333311_0_TheBottleCityofMetropolis.jpg,d48b865ebc8d4328bcdb4b7f3d3c270e,333311,49567,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1793
Superman,Verify then Lot,High,25,0,55,No,1,No,No,No,Yes,"Assumed NM, not verified","Adventures of Superman, Vol. 2",3,3,,Faster Than A Bullet,,DC Comics,Superman,Modern,"Jul 31, 2013",Sep 2013,Sep 2013,76194131596600311,1,1,0.0,3.99,3.99,,No,,,,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/b7/b7_335323_0_AdventuresOfSuperman3.jpg,92bc3ca0b49545e3bff4a6bfa24a60cc,335323,49567,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1794
Superman,Verify then Lot,High,25,0,55,No,1,No,No,No,Yes,"Assumed NM, not verified","Adventures of Superman, Vol. 2",1A,1,A,Violent Minds,Bryan Hitch Regular Cover,DC Comics,Superman,Modern,"May 29, 2013",Jul 2013,Jul 2013,76194131596600111,1,1,0.0,3.99,3.99,,No,,,,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/46/46_340309_0_TheAdventuresofSupermanVol21A.jpg,8ffd34c1c1484d7e8eb169ea1a40e2d5,340309,49567,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1795
Superman,Verify then Lot,High,25,0,55,No,1,No,No,No,Yes,"Assumed NM, not verified",All Star Superman,1D,1,D,...Faster...,Man of Steel Day Special Edition,DC Comics,Superman,Modern,"Jun 12, 2013",Aug 2013,Aug 2013,76194124873867,1,2,0.0,1.0,1.0,,No,,,,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/4d/4d_216755_0_Faster.jpg,28776ed89f3e4cd0abd07fae74ab9e7e,216755,619,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1796
Superman,Verify then Lot,High,25,0,55,No,1,No,No,No,Yes,"Assumed NM, not verified","Superman, Vol. 3",50A,50,A,"What Could Have Been, What Can Still Be, and What Is",John Romita Jr. Regular Cover,DC Comics,Superman,Modern,"Mar 16, 2016",May 2016,May 2016,76194130627805011,1,29,0.0,4.99,4.99,,No,,,,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/e4/e4_432798_0_WhatCouldHaveBeenWhatCanStillB.jpg,dffa86b788d44f75a889fbb2274bb5c4,432798,41309,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1797
Superman,Verify then Lot,High,40,15,55,No,1,No,No,No,Yes,"Assumed NM, not verified","Superman, Vol. 1",399,399,,The Man Who Saw Superman Die / Never Too Busy For A Fan,,DC Comics,Superman,Bronze,Sep 1984,Sep 1984,Sep 1984,0709893067509,1,29,0.0,0.75,0.75,,No,,,,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/a9/a9_118205_0_TheManWhoSawSupermanDieNeverTo.jpg,ca202c5a4b84458fb0a9c810ccfcdd2d,118205,10313,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1798
Superman,Verify then Lot,High,25,0,55,No,1,No,No,No,Yes,"Assumed NM, not verified","Adventures of Superman, Vol. 2",16,16,,Strange Visitor,,DC Comics,Superman,Modern,"Aug 27, 2014",Oct 2014,Oct 2014,76194131596601611,1,1,0.0,3.99,0.0,,No,,,,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/ab/ab_373464_0_StrangeVisitor.jpg,4042cafcb7a849f6a1544f6366e025bc,373464,49567,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1799
Superman,Verify then Lot,High,25,0,55,No,1,No,No,No,Yes,"Assumed NM, not verified","Superman, Geoff Johns & John Romita Jr. Directors Cut",1,1,,,,DC Comics,,Modern,"Sep 03, 2014",Nov 2014,Nov 2014,76194132433300111,1,,0.0,4.99,4.99,,No,,,,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/0b/0b_377473_0_.jpg,ad9c9f50fbce48f69149c21e1e804af5,377473,56876,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1800
Superman,Verify then Lot,High,25,0,55,No,1,No,No,No,Yes,"Assumed NM, not verified","Adventures of Superman, Vol. 2",15,15,,Only Child,,DC Comics,Superman,Modern,"Jul 30, 2014",Sep 2014,Sep 2014,76194131596601511,1,1,0.0,3.99,0.0,,No,,,,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/1a/1a_371135_0_OnlyChild.jpg,46bd3b12bda84f969124223dba4fe899,371135,49567,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1801
Superman,Verify then Lot,High,25,0,55,No,1,No,No,No,Yes,"Assumed NM, not verified","Adventures of Superman, Vol. 2",14B,14,B,The Sound Of One Hand Clapping / ...The Coming Of Sugar And Spike--?,2nd Printing,DC Comics,Superman,Modern,"Jun 25, 2014","Jun 25, 2014","Jun 25, 2014",76194131596601412,1,1,0.0,3.99,3.99,,No,,,,,Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/62/62_384006_0_AdventuresofSupermanVol214B.jpg,05d7a57e8527497fb82a84accdb2f6cd,384006,49567,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1802
Batman,Inventory Review,Medium,25,10,60,No,1,No,No,No,Yes,"Assumed NM, not verified",Superman / Batman,11,11,,Part Four: Prisoner,,DC Comics,,Modern,"Jun 16, 2004",Aug 2004,Aug 2004,76194123523301111,1,28,18.0,2.95,0.0,,No,,,The Supergirl From Krypton,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/b9/b9_117503_0_SupermanBatman11Prisoner.jpg,40f669ab8e504f6fa3443aa4c6eb8c37,117503,10249,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1803
Sci-Fi,Verify then Lot,High,25,0,40,No,1,No,No,No,Yes,"Assumed NM, not verified",Justice League International Annual,1,1,,Deleted,,DC Comics,,Modern,"Aug 29, 2012",Oct 2012,Oct 2012,76194131122700111,1,23,0.0,4.99,4.99,,No,,,,,Action; Adventure; Science Fiction; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/f4/f4_308933_0_JusticeLeagueInternationalAnnu.jpg,be135a42a0354e429d1ecd0cb25b4100,308933,45419,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1804
General Inventory,Sell / Lot Candidate,High,0,0,30,No,1,No,No,No,Yes,"Assumed NM, not verified",Justice League 3000,1A,1,A,Yesterday Lives,Howard Porter Regular Cover,DC Comics,Justice League,Modern,"Dec 11, 2013",Feb 2014,Feb 2014,76194131826400111,1,23,0.0,2.99,2.99,,No,,,,,Action; Adventure; Super-Heroes,Raw,0.0,NM assumed,,,https://clzcomics.r.sizr.io/core/covers/lg/cd/cd_345161_0_JusticeLeague30001A.jpg,0c9e8abe5bc24f2cb51d6912e3f58fb4,345161,51480,2021-05-22,2026-07-04,Comic,In Collection,My comic collection,No,USA,English,No,1805
